tconst,primaryTitle,startYear,runtimeMinutes,genres,language,averageRating,numVotes,Drama,Fantasy,Thriller,Crime,Mystery,Sci-Fi,Romance,Film-Noir,Documentary,History,Horror,Biography,War,Western,Comedy,Action,Adventure,Family,Music,Musical,Sport,Animation,Adult,News,title_lower,image
tt0081534,Somewhere in Time,1980,103,"Drama,Fantasy,Romance",fr,7.2,27176,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,somewhere in time,https://image.tmdb.org/t/p/original/hmdegiSwVYUNvEfihaE3HRM3Sos.jpg
tt0043075,The Sound of Fury,1950,91,"Crime,Drama,Film-Noir",fr,7.2,1434,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the sound of fury,https://image.tmdb.org/t/p/original/ePX1xcnyuxZoTmrbouzbgu9eELB.jpg
tt0054426,The Long Absence,1961,94,Drama,fr,7.0,593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the long absence,https://image.tmdb.org/t/p/original/vsFwzreD2Q9nsKlTjmLhD7NoQS9.jpg
tt0042625,Justice Is Done,1950,105,"Drama,Mystery",fr,7.0,273,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,justice is done,https://image.tmdb.org/t/p/original/wswrx6CkEa5fvO5t8ddNRfhxdMq.jpg
tt0062204,Risky Business,1967,105,Drama,fr,7.1,487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,risky business,https://image.tmdb.org/t/p/original/xCt8O9Vcy4gkwBxR0XedcqynroN.jpg
tt0034126,Romeo und Julia auf dem Dorfe,1941,102,Drama,fr,7.4,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,romeo und julia auf dem dorfe,https://image.tmdb.org/t/p/original/k9tf02OpA2EioogD4wzA3JKwklR.jpg
tt0036641,Between Two Worlds,1944,112,"Action,Adventure,Drama",fr,7.2,1815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,between two worlds,https://image.tmdb.org/t/p/original/t1NeBrt65qUJCcOBOqf8MlTcnOy.jpg
tt0038000,Pride of the Marines,1945,120,"Biography,Drama,Romance",fr,7.3,1307,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pride of the marines,https://image.tmdb.org/t/p/original/2zQaKtBfIhVCLacKDQH9k2YRQz1.jpg
tt0038854,The Postman Always Rings Twice,1946,113,"Crime,Drama,Film-Noir",fr,7.5,18912,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the postman always rings twice,https://image.tmdb.org/t/p/original/7yY32i0KZtA1cQmbjGHYR1B40h7.jpg
tt0043511,Europe '51,1952,118,Drama,fr,7.5,3540,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,europe '51,https://image.tmdb.org/t/p/original/hw9MEW5kslyRwpJp8AgpIlBxtmr.jpg
tt0045793,From Here to Eternity,1953,118,"Drama,Romance,War",fr,7.6,43845,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,from here to eternity,https://image.tmdb.org/t/p/original/dXuY3rDdu0Em3xsyPYrlhLKz9KE.jpg
tt0049656,Ransom!,1956,109,"Crime,Drama,Film-Noir",fr,7.0,1894,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ransom!,https://image.tmdb.org/t/p/original/tGUnq66x7XUPuIub0CffD6IsrI5.jpg
tt0034380,The Way to Freedom,1941,113,Drama,fr,7.1,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the way to freedom,NoImage
tt0041445,The Hasty Heart,1949,102,"Drama,War",fr,7.3,1275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the hasty heart,https://image.tmdb.org/t/p/original/lWCJFPjmjAAhU5vHUiaH8JtEuq8.jpg
tt0053462,The Young Philadelphians,1959,136,Drama,fr,7.4,3321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the young philadelphians,https://image.tmdb.org/t/p/original/86q99vWmGYGtjagLZtETsl4qklT.jpg
tt0064117,Cactus Flower,1969,104,"Comedy,Romance",fr,7.2,9786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cactus flower,https://image.tmdb.org/t/p/original/oabi6jdkxP3KHMNywKn6nQeDzQZ.jpg
tt0071877,Murder on the Orient Express,1974,128,"Crime,Drama,Mystery",fr,7.3,56707,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,murder on the orient express,https://image.tmdb.org/t/p/original/6tHXXo9kciCKGp3kF0ffY9mjuOA.jpg
tt0077711,Autumn Sonata,1978,99,"Drama,Music",fr,8.2,28201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,autumn sonata,https://image.tmdb.org/t/p/original/6beNbtCXv3GkzHkxkGYf38ib7v8.jpg
tt0038235,A Walk in the Sun,1945,117,"Drama,War",fr,7.0,3339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a walk in the sun,https://image.tmdb.org/t/p/original/cY0ocPFS6tEXzobwYAXfXs2CDh.jpg
tt0037514,Anchors Aweigh,1945,140,"Comedy,Fantasy,Music",fr,7.1,7988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,anchors aweigh,https://image.tmdb.org/t/p/original/AuDz5ppgA5ZkITjAtdgrzPRuqic.jpg
tt0040876,The Three Musketeers,1948,125,"Action,Adventure,Drama",fr,7.2,5738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the three musketeers,https://image.tmdb.org/t/p/original/gkkKenOTD5Lx8DFxvosozot6p0f.jpg
tt0041716,On the Town,1949,98,"Comedy,Musical,Romance",fr,7.4,16228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,on the town,https://image.tmdb.org/t/p/original/cgro50iLHXVNdCTriEtKZSGoLoX.jpg
tt0043278,An American in Paris,1951,114,"Drama,Musical,Romance",fr,7.2,30887,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,an american in paris,https://image.tmdb.org/t/p/original/lyDXkvG53ldz6Cf7dbjJl7TaoP5.jpg
tt0045152,Singin' in the Rain,1952,103,"Comedy,Musical,Romance",fr,8.3,221864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,singin' in the rain,https://image.tmdb.org/t/p/original/hO6qlozcTsowL253xv8ibAUOmdV.jpg
tt0048216,It's Always Fair Weather,1955,101,"Comedy,Drama,Musical",fr,7.0,3081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,it's always fair weather,https://image.tmdb.org/t/p/original/9ZsBjkLDHWb3gTGpwM02xyEpS90.jpg
tt0064418,"Hello, Dolly!",1969,146,"Adventure,Comedy,Musical",fr,7.1,13796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"hello, dolly!",https://image.tmdb.org/t/p/original/aPZOt9BR3gnk1RyX924ySq81S4P.jpg
tt0035703,Cabin in the Sky,1943,98,"Comedy,Drama,Fantasy",fr,7.1,2776,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cabin in the sky,https://image.tmdb.org/t/p/original/6MSTz2fS8P7ufuCXIHBFpjqW9tr.jpg
tt0051055,The Tarnished Angels,1957,91,"Action,Adventure,Drama",fr,7.1,3098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the tarnished angels,https://image.tmdb.org/t/p/original/cTO5XMFn7yBEIZCyJJfUFqh5MPt.jpg
tt0051459,Cat on a Hot Tin Roof,1958,108,Drama,fr,8.0,45741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat on a hot tin roof,https://image.tmdb.org/t/p/original/vWf1AR8rC6WjGKELlmLv2VAUZJB.jpg
tt0049314,High Society,1956,111,"Comedy,Musical,Romance",fr,7.0,14366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,high society,https://image.tmdb.org/t/p/original/4H224rVxChPrYVvR3E0VPV8zdlO.jpg
tt0064505,The Italian Job,1969,99,"Action,Comedy,Crime",fr,7.3,42611,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the italian job,https://image.tmdb.org/t/p/original/8NOw3HPHkcBndJW2K6ofbcSb7WD.jpg
tt0049471,The Man Who Never Was,1956,103,"Drama,War",fr,7.4,4600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the man who never was,https://image.tmdb.org/t/p/original/mc5pAWVsfsgo4SN2Aiks06TUMUh.jpg
tt0051739,The Horse's Mouth,1958,97,Comedy,fr,7.1,3255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the horse's mouth,https://image.tmdb.org/t/p/original/d51I6HuDzwEk5CWZE4E4Uegz3WF.jpg
tt0060445,Gambit,1966,109,"Comedy,Crime,Thriller",fr,7.1,5401,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gambit,https://image.tmdb.org/t/p/original/iAgagWmlRP5KXm39g51hZv0HCOt.jpg
tt0064840,The Prime of Miss Jean Brodie,1969,116,"Comedy,Drama,Romance",fr,7.6,8566,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the prime of miss jean brodie,https://image.tmdb.org/t/p/original/6PWsguVl9TV12UZXeCbsWB8So8W.jpg
tt0066344,Scrooge,1970,113,"Drama,Family,Fantasy",fr,7.5,9573,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,scrooge,https://image.tmdb.org/t/p/original/pkN92snLYxKiAh5ZUv5ZzWAbRL0.jpg
tt0069113,The Poseidon Adventure,1972,117,"Action,Adventure,Drama",fr,7.1,41392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the poseidon adventure,https://image.tmdb.org/t/p/original/6RGiA5BfhelU9zoD0b1GAG4GWWf.jpg
tt0044391,The Bad and the Beautiful,1952,118,"Drama,Romance",fr,7.8,13562,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the bad and the beautiful,https://image.tmdb.org/t/p/original/70mMyM9R0QT19AGWRwUq7Ms6u8C.jpg
tt0049223,Forbidden Planet,1956,98,"Action,Adventure,Sci-Fi",fr,7.6,45685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,forbidden planet,https://image.tmdb.org/t/p/original/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg
tt0044214,White Corridors,1951,102,Drama,fr,7.4,83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,white corridors,NoImage
tt0035230,The Bigamist,1942,95,"Comedy,Drama",fr,7.5,386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the bigamist,https://image.tmdb.org/t/p/original/acRbY0WLqx69dfIrfvoR0iaQnPq.jpg
tt0042354,The Forbidden Christ,1951,99,"Drama,Mystery,War",fr,7.2,200,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the forbidden christ,https://image.tmdb.org/t/p/original/uUaCU8XpEAYbjUd0XXygoQUm4Eq.jpg
tt0046313,The Lady Without Camelias,1953,101,Drama,fr,7.1,1544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the lady without camelias,https://image.tmdb.org/t/p/original/zTcxaxybdVr98WwoXktypVVXlyf.jpg
tt0055753,Roaring Years,1962,106,Comedy,fr,7.3,362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roaring years,https://image.tmdb.org/t/p/original/4wyE1OTBLsrJJkpMqcCNwCYsHzm.jpg
tt0057877,Becket,1964,148,"Biography,Drama,History",fr,7.8,13721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,becket,https://image.tmdb.org/t/p/original/1dtStwr3qNqB8gljoiQ6p7JMK6S.jpg
tt0044335,Dark River,1952,92,Drama,fr,7.4,171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dark river,https://image.tmdb.org/t/p/original/sktRpfW4ga69nmnW637ApAwncfL.jpg
tt0046352,Riviera,1954,102,"Comedy,Drama",fr,7.1,197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,riviera,https://image.tmdb.org/t/p/original/lP8Jo0O0Fa67U8zD42l67Eyvmsu.jpg
tt0037865,Leave Her to Heaven,1945,110,"Drama,Film-Noir,Romance",fr,7.6,11158,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,leave her to heaven,https://image.tmdb.org/t/p/original/aUzQZt2UlaurZ3wlhzVXQb6PQk8.jpg
tt0042788,Night and the City,1950,101,"Crime,Film-Noir,Mystery",fr,7.9,12196,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,night and the city,https://image.tmdb.org/t/p/original/2NBmzm8z5fd283eWeECkPrkwta8.jpg
tt0049966,Written on the Wind,1956,99,Drama,fr,7.4,10464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,written on the wind,https://image.tmdb.org/t/p/original/gOZXJX0uHykkZa01q3lqdaet0TY.jpg
tt0041719,Orpheus,1950,112,"Drama,Fantasy,Romance",fr,8.0,11078,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orpheus,https://image.tmdb.org/t/p/original/ysevOQ1qRChVdWnhvCnB4izaW9d.jpg
tt0066511,Many Wars Ago,1970,101,"Drama,War",fr,7.6,1465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,many wars ago,https://image.tmdb.org/t/p/original/lK5nANN2pXMOFvr04FZ7VA53sFP.jpg
tt0066534,The Milky Way,1969,102,Drama,fr,7.5,7006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the milky way,https://image.tmdb.org/t/p/original/8fugqdJerIs1j3pTNvhN54M5mcZ.jpg
tt0048233,Jubal,1956,100,"Drama,Romance,Western",fr,7.1,3502,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jubal,https://image.tmdb.org/t/p/original/kmxuxREFLJfmeJhv9CnoOZpKS7D.jpg
tt0049434,The Last Wagon,1956,99,"Adventure,Drama,Western",fr,7.0,2872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the last wagon,https://image.tmdb.org/t/p/original/2FHbwL1RZCeAsBRSBVuxYRj9Mhl.jpg
tt0050086,3:10 to Yuma,1957,92,"Drama,Thriller,Western",fr,7.6,18416,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:10 to yuma,https://image.tmdb.org/t/p/original/eQMkYcS2o8xuGpkvMHFeKO9URX3.jpg
tt0039482,I Walk Alone,1947,97,"Crime,Drama,Film-Noir",fr,7.0,2475,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i walk alone,https://image.tmdb.org/t/p/original/7wGkCq8RjevlVD8V8HOP4XPhN1V.jpg
tt0050112,All Mine to Give,1957,103,"Drama,Family,Romance",fr,7.1,1191,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,all mine to give,https://image.tmdb.org/t/p/original/gAdgCWzIa9Q99nMzJ2dFGBVrCC7.jpg
tt0054353,The Sundowners,1960,133,"Adventure,Drama",fr,7.1,3816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the sundowners,https://image.tmdb.org/t/p/original/s7PsZtomvFa73LEAT22JQgtyuSv.jpg
tt0058331,Mary Poppins,1964,139,"Comedy,Family,Fantasy",fr,7.8,159556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,mary poppins,https://image.tmdb.org/t/p/original/5pkyLjelPHXnww2OrYVKgOqynbu.jpg
tt0052809,The Five Pennies,1959,117,"Biography,Drama,Music",fr,7.2,1743,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,the five pennies,https://image.tmdb.org/t/p/original/6u7av5T8qN0UBBN2Feomf40Ib4s.jpg
tt0047191,"The Long, Long Trailer",1954,96,"Comedy,Romance",fr,7.1,4257,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"the long, long trailer",https://image.tmdb.org/t/p/original/aOFWMCpKqRYMqG8ROtk09SzkmV6.jpg
tt0049829,Tea and Sympathy,1956,122,Drama,fr,7.3,2382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tea and sympathy,https://image.tmdb.org/t/p/original/aLxxI4CVTLOcV3NKxI8l5h2b79Y.jpg
tt0038476,Devil in the Flesh,1947,110,"Drama,Romance",fr,7.0,711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,devil in the flesh,https://image.tmdb.org/t/p/original/srqqpSM0kpqc1v6UUUzS2JvEE42.jpg
tt0137106,Milord l'Arsouille,1955,100,Comedy,fr,7.4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,milord l'arsouille,https://image.tmdb.org/t/p/original/7PTrb0EG3iDxjNXPJgg3aijGWBZ.jpg
tt0056093,If a Man Answers,1962,102,"Comedy,Romance",fr,7.0,1038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,if a man answers,https://image.tmdb.org/t/p/original/7wupF3mY2RWFHGO0zT0ctCFo2GL.jpg
tt0060891,The Nun,1966,140,Drama,fr,7.5,2379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the nun,https://image.tmdb.org/t/p/original/3uL9pYpBMcmO0HquJaKe4mGq6Iq.jpg
tt0066207,Donkey Skin,1970,91,"Drama,Fantasy,Musical",fr,7.0,4445,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,donkey skin,https://image.tmdb.org/t/p/original/zRKRCvQBe54WxhHXR8S2JTBQUXE.jpg
tt0043386,Casque d'Or,1952,96,"Crime,Drama,Romance",fr,7.7,5150,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,casque d'or,https://image.tmdb.org/t/p/original/raUSw3tZutyA6yzfFY0tJbZExZ4.jpg
tt0054407,Le Trou,1960,131,"Crime,Drama,Thriller",fr,8.5,15750,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,le trou,https://image.tmdb.org/t/p/original/8kxtOm7D992iAaOzUoWmNQwbXjs.jpg
tt0035890,Flor silvestre,1943,94,"Drama,Romance,War",fr,7.1,177,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flor silvestre,https://image.tmdb.org/t/p/original/1otQzpJqYAuYuRu0JYcbhYzg2j2.jpg
tt0036577,The Abandoned,1945,103,"Drama,History,Romance",fr,7.0,133,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the abandoned,https://image.tmdb.org/t/p/original/6UxQs2f8kNDiLo8UF4FXRMJSUsL.jpg
tt0059082,The Lady of the Dawn,1966,101,Drama,fr,7.4,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the lady of the dawn,https://image.tmdb.org/t/p/original/lWCjxLj9IGgaMp8DSxCtlIsapR6.jpg
